Função,Nome,Associação,Perfil de arbitragem FIFA 2026,Como avaliar individualmente,Fonte,rigor_cartoes_simulado_0_10,fluidez_jogo_simulada_0_10,var_intervencao_simulada_0_10,penalti_tendencia_simulada_0_10,observacao_simulacao
Assistant Referee,RAHMOUNI Mehdi,FRA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.2,7.7,5.8,7.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,RAMIREZ Christian,HON,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.4,6.9,6.4,6.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,RAMIREZ Sandra,MEX,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.6,7.1,6.3,4.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,RETAMAL Jose,CHI,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.9,5.5,8.1,5.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,ROCHA Miguel,CHI,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.9,7.1,5.6,6.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,RODRIGUEZ Facundo,ARG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.9,4.9,5.4,6.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,SALDIVAR Milciades,PAR,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.5,5.4,5.8,7.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,SANCHEZ Diego,ESP,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.3,7.6,6.3,5.6,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,SIWELA Zakhele,RSA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.8,6.3,5.1,6.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,SODERKVIST Andreas,SWE,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.3,8.0,6.4,6.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,STEEGSTRA Hessel,NED,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.2,6.6,7.3,5.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,TARAN Nicolas,URU,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.4,5.6,7.9,6.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,TEGONI Alberto,ITA,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.9,5.3,5.6,5.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,TREVIS Isaac,NZL,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.9,4.5,7.4,4.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,TSAPENKO Andrey,UZB,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,8.2,5.5,7.0,6.6,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,TUNYOGI Ferencz,ROU,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.2,4.6,6.8,4.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,URREGO Jorge,VEN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.9,4.7,6.6,7.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,WALES Caleb,TRI,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.9,6.6,5.9,4.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,ZERHOUNI Abbes Akram,ALG,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.6,5.0,5.4,5.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Assistant Referee,ZHOU Fei,CHN,"Foco em linha, impedimento e colaboração com tecnologia semiautomática","Com SAOT, a tendência é reduzir erro factual de impedimento; ainda pesa comunicação e posicionamento em lances complexos.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.4,7.0,5.2,4.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,AL-MARRI Khamis,QAT,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.6,7.0,8.0,4.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,ALSHEHRI Abdullah,KSA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.1,4.5,6.8,6.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,ASHOUR Mahmoud,EGY,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.7,7.8,6.0,5.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,BEBEK Ivan,CRO,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.3,6.1,8.1,6.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,BRISARD Jerome,FRA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.8,4.8,7.2,4.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,DANKERT Bastian,GER,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.1,5.6,6.9,6.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,DEL CERRO GRANDE Carlos,ESP,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.4,6.5,6.4,6.6,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,DELAJOD Willy,FRA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.7,5.3,6.8,5.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,DI BELLO Marco,ITA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.5,5.6,7.5,5.9,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,DICKERSON Joe,USA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.9,5.7,4.9,4.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,EL FARIQ Hamza,MAR,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.9,6.6,7.1,4.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,EVANS Shaun,AUS,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.3,5.1,6.8,6.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,FU Ming,CHN,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.8,5.0,6.3,5.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,GALLO Nicolas,COL,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.5,6.9,7.4,5.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,GARCIA Antonio,URU,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.9,6.2,4.9,5.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,GILLETT Jarred,ENG,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.2,6.3,7.7,5.8,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,GONZALEZ Leodan,URU,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.3,5.6,5.9,5.6,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,GUZMAN Tatiana,NCA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.8,5.3,7.1,6.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,HIGLER Dennis,NED,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.6,6.4,5.7,6.4,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,KWIATKOWSKI Tomasz,POL,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.5,6.8,5.8,6.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,LARA Juan,CHI,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.1,7.5,6.8,6.2,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,MASTRANGELO Hernan,ARG,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.0,5.0,6.3,5.8,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,MIRANDA Erick,MEX,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.5,5.1,6.3,6.9,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,MOHAMMED OBAID KHADIM,UAE,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,4.7,7.6,7.9,6.6,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,PACHECO Guillermo,MEX,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,6.0,7.6,7.1,5.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,SAN Fedayi,SUI,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.5,5.4,7.3,5.0,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,SOTO Juan,VEN,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.0,7.6,7.9,7.3,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,TOSKI Rodolpho,BRA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.8,5.4,5.6,7.1,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,VAN DRIESSCHE Bram,BEL,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,7.9,7.4,6.2,5.5,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
Video Match Official,VILLARREAL Armando,USA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf,5.3,7.0,6.3,5.7,Perfil sintético para simulação; não representa média oficial individual de faltas/cartões.
