Função,Nome,Associação,Perfil de arbitragem FIFA 2026,Como avaliar individualmente,Fonte
Video Match Official,GARCIA Antonio,URU,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,GILLETT Jarred,ENG,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,GONZALEZ Leodan,URU,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,GUZMAN Tatiana,NCA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,HIGLER Dennis,NED,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,KWIATKOWSKI Tomasz,POL,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,LARA Juan,CHI,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,MASTRANGELO Hernan,ARG,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,MIRANDA Erick,MEX,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,MOHAMMED OBAID KHADIM,UAE,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,PACHECO Guillermo,MEX,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,SAN Fedayi,SUI,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,SOTO Juan,VEN,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,TOSKI Rodolpho,BRA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,VAN DRIESSCHE Bram,BEL,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
Video Match Official,VILLARREAL Armando,USA,VAR/AVAR: intervenção para erro claro e protocolo ampliado,"Priorizar checagens de pênalti, vermelho direto, identidade trocada, segundo amarelo incorreto e lances claros de escanteio quando aplicável.",https://digitalhub.fifa.com/asset/7879a8c6-c228-4848-a8de-7dc69b37b594/Final-List-of-Match-Officials-FWC-2026.pdf
